"","X","FISHSET_ID","SET_NO","TRIP","DATE_TIME3","SOAKMINP3P1","DEPTH","LATITUDE","LONGITUDE","YEAR","STATION","STRATUM_ID","NAFAREA_ID","Vess_fact","NUM_HOOK_HAUL","total_other_species","total_target_species","broken_hook","empty_baited","empty_unbaited","other_species","target_species","missing_hook","total_sampled","avg_weight"
"631",631,100350431,3,"J21-0125","2021-06-26 14:19:00",362,50.5,43.686,-61.2295,2021,539,"H21","4WH",81,1000,0,0,0,147,153,0,0,0,300,NA
"632",632,100350432,4,"J21-0125","2021-06-27 14:01:00",361,102.25,44.1325,-59.72133,2021,533,"H21","4WF",81,1000,5,1,0,125,174,1,0,0,300,30
"633",633,100350433,5,"J21-0125","2021-06-27 18:20:00",520,85.5,44.08967,-59.80633,2021,536,"H21","4WF",81,1000,7,1,0,54,241,5,0,0,300,51
"634",634,100350824,1,"J21-0013","2021-07-05 14:05:00",365,147,45.6365,-60.05167,2021,545,"H22","4WD",78,1000,6,5,0,183,116,1,0,0,300,14.2
"635",635,100350825,2,"J21-0013","2021-07-05 20:00:00",555,125,45.73867,-59.6,2021,559,"H31","4VN",78,1000,0,5,0,143,157,0,0,0,300,19.4
"636",636,100350827,4,"J21-0013","2021-07-06 14:05:00",365,161,45.7685,-59.27783,2021,565,"H32","4VN",78,1000,5,2,0,161,137,1,0,1,300,14.5
"637",637,100350829,6,"J21-0013","2021-07-06 20:00:00",564,79.5,46.069,-59.21717,2021,557,"H31","4VN",78,1000,2,0,0,45,251,2,0,1,299,NA
"638",638,100350853,30,"J21-0013","2021-07-16 15:25:00",445,56.5,46.37933,-59.84383,2021,555,"H31","4VN",78,1000,3,0,0,143,156,0,0,1,300,NA
"639",639,100350855,32,"J21-0013","2021-07-16 18:02:00",427,103,46.31933,-59.46717,2021,554,"H31","4VN",78,1000,0,1,0,199,99,0,1,1,300,13
"640",640,100350856,33,"J21-0013","2021-07-16 21:27:00",553,61,46.14317,-59.40183,2021,556,"H31","4VN",78,1000,2,3,0,139,161,0,0,0,300,14.6666666666667
"641",641,100350858,35,"J21-0013","2021-07-17 17:10:00",477,346.5,46.46417,-59.105,2021,572,"H33","4VN",78,1000,2,0,0,34,265,0,0,1,300,NA
"642",642,100350859,36,"J21-0013","2021-07-17 20:24:00",584,361,46.3865,-58.88183,2021,573,"H33","4VN",78,1000,3,2,1,19,273,4,1,2,300,10
"643",643,100350868,45,"J21-0013","2021-07-21 17:20:00",560,112.5,44.75767,-61.91583,2021,537,"H21","4WK",78,1000,21,0,0,203,97,0,0,0,300,NA
"644",644,100350869,46,"J21-0013","2021-07-21 23:00:00",654,122.5,44.46167,-62.70683,2021,538,"H21","4WK",78,1000,15,6,0,76,218,0,2,4,300,8
"645",645,100350962,1,"J21-0127","2021-06-30 19:30:00",435,79.75,43.40717,-66.474,2021,508,"H11","4XQ",77,1000,24,0,0,95,173,30,0,2,300,NA
"646",646,100350963,2,"J21-0127","2021-07-01 17:31:00",441,104,42.73817,-66.40383,2021,513,"H11","4XP",77,1000,11,0,0,0,277,22,0,1,300,NA
"647",647,100350964,3,"J21-0127","2021-07-01 21:38:00",584,186.75,42.6035,-66.384,2021,524,"H12","4XP",77,1000,4,0,0,1,288,11,0,0,300,NA
"648",648,100350965,4,"J21-0127","2021-07-02 16:40:00",432,239,42.2395,-66.40167,2021,527,"H12","5ZJ",77,1000,5,0,0,1,292,7,0,0,300,NA
"649",649,100350967,6,"J21-0127","2021-07-02 23:09:00",628,78.75,42.0595,-66.55317,2021,515,"H11","5ZJ",77,1000,33,6,0,5,220,73,2,0,300,32.3333333333333
"650",650,100350968,7,"J21-0127","2021-07-03 20:10:00",584,65.5,41.7185,-66.66333,2021,516,"H11","5ZM",77,1000,13,0,0,32,260,7,0,1,300,NA
"651",651,100350970,9,"J21-0127","2021-07-04 17:19:00",437,97.25,41.96183,-65.951,2021,514,"H11","5ZJ",77,1000,18,3,0,1,208,79,1,1,290,30.3333333333333
"652",652,100350973,12,"J21-0127","2021-07-05 17:17:00",435,102,42.47,-65.40717,2021,511,"H11","4XN",77,1000,7,6,0,2,270,28,0,0,300,6.5
"653",653,100350974,13,"J21-0127","2021-07-05 21:29:00",570,127.75,42.36833,-65.2095,2021,512,"H11","4XN",77,1000,9,3,0,2,268,28,1,1,300,17.6666666666667
"654",654,100350975,14,"J21-0127","2021-07-06 17:16:00",452,95.5,42.6965,-65.17717,2021,509,"H11","4XN",77,1000,32,0,0,0,215,81,0,1,297,NA
"655",655,100350978,17,"J21-0127","2021-07-07 17:02:00",485,89.25,43.479,-64.59967,2021,505,"H11","4XO",77,1000,3,1,0,204,82,1,0,3,290,35
"656",656,100350979,18,"J21-0127","2021-07-07 21:59:00",557,48.75,43.58033,-65.17867,2021,506,"H11","4XO",77,1000,3,0,0,284,16,0,0,0,300,NA
"657",657,100351003,1,"J21-0138","2021-07-13 14:36:00",392,352,42.43567,-66.81017,2021,529,"H13","4XP",49,1000,16,0,0,1,107,3,0,0,111,NA
"658",658,100351004,2,"J21-0138","2021-07-13 19:29:00",519,181.75,42.69383,-66.861,2021,525,"H12","4XP",49,1000,42,2,0,0,100,10,0,0,110,24
"659",659,100351005,3,"J21-0138","2021-07-14 14:50:00",406,328,42.5165,-67.07433,2021,528,"H13","4XP",49,1000,17,0,0,2,109,0,0,0,111,NA
"660",660,100351006,4,"J21-0138","2021-07-14 19:51:00",498,223.75,42.7865,-67.41967,2021,526,"H12","4XP",49,1000,48,1,0,0,95,11,0,5,111,32
"661",661,100351007,5,"J21-0138","2021-07-15 17:22:00",390,216,43.71033,-67.46633,2021,523,"H12","4XQ",49,1000,158,0,0,0,77,34,0,0,111,NA
"662",662,100351008,6,"J21-0138","2021-07-16 14:36:00",386,153.75,44.078,-66.82317,2021,522,"H12","4XR",49,1000,19,0,1,0,292,13,0,2,308,NA
"663",663,100351009,7,"J21-0138","2021-07-16 19:10:00",533,155.5,44.3575,-66.705,2021,520,"H12","4XR",49,1000,20,3,7,14,221,13,0,0,255,31
"664",664,100351010,8,"J21-0138","2021-07-16 23:23:00",682,151.25,44.294,-66.54483,2021,518,"H12","4XR",49,1000,54,1,1,15,251,21,0,12,300,40
"665",665,100351011,9,"J21-0138","2021-07-17 14:22:00",381,107.25,44.7975,-66.00433,2021,503,"H11","4XS",49,1000,11,0,0,3,290,6,0,1,300,NA
"666",666,100351012,10,"J21-0138","2021-07-17 19:05:00",521,82,45.09383,-65.69867,2021,502,"H11","4XR",49,1000,36,1,2,4,274,21,0,0,301,55
"667",667,100351013,11,"J21-0138","2021-07-18 14:24:00",383,52.5,45.32233,-65.19933,2021,501,"H11","4XS",49,1000,302,0,0,0,206,94,0,0,300,NA
"668",668,100351289,1,"J21-0016","2021-08-04 15:39:00",453,83,45.942,-52.53583,2021,619,"H51","3OB",74,1000,70,0,0,152,105,36,0,0,293,NA
"669",669,100351290,2,"J21-0016","2021-08-04 19:57:00",567,90.25,45.7195,-52.49667,2021,622,"H51","3OB",74,1000,17,1,0,158,122,20,0,0,300,15
"670",670,100351291,3,"J21-0016","2021-08-04 22:25:00",645,90.5,45.61,-52.494,2021,624,"H51","3OB",74,1000,15,0,0,150,119,31,0,0,300,NA
"671",671,100351292,4,"J21-0016","2021-08-05 14:31:00",391,80,45.39817,-52.217,2021,625,"H51","3OB",74,1000,6,0,0,255,36,9,0,0,300,NA
"672",672,100351293,5,"J21-0016","2021-08-05 18:30:00",470,84,45.47167,-51.87267,2021,621,"H51","3OB",74,1000,9,0,0,252,37,11,0,0,300,NA
"673",673,100351294,6,"J21-0016","2021-08-06 14:10:00",368,69,45.09333,-51.971,2021,630,"H51","3OB",74,1000,3,6,0,224,68,4,4,0,300,25.1666666666667
"674",674,100351295,7,"J21-0016","2021-08-06 17:20:00",457,69,45.0955,-51.7675,2021,626,"H51","3OB",74,1000,3,1,0,84,213,3,0,0,300,35
"675",675,100351296,8,"J21-0016","2021-08-07 17:55:00",595,81,45.65733,-51.10567,2021,617,"H51","3OB",74,1000,3,1,0,265,34,1,0,0,300,20
"676",676,100351297,9,"J21-0016","2021-08-07 23:35:00",670,82,45.72,-50.50483,2021,614,"H51","3NA",74,1000,2,0,0,112,185,3,0,0,300,NA
"677",677,100351298,10,"J21-0016","2021-08-08 14:00:00",360,72.25,45.421,-50.58917,2021,616,"H51","3NA",74,1000,2,1,0,125,174,0,0,0,299,26
"678",678,100351333,1,"S21-0703","2021-06-21 15:20:00",440,100,47.451,-54.376,2021,578,"H41","3PS",86,1000,32,0,0,156,138,6,0,0,300,NA
"679",679,100351334,2,"S21-0703","2021-06-21 21:10:00",575,93.75,47.07733,-54.776,2021,579,"H41","3PS",86,1000,20,0,0,172,117,7,0,4,300,NA
"680",680,100351335,1,"S21-0704","2021-06-25 16:45:00",525,193.25,47.23317,-56.81183,2021,599,"H43","3PS",88,1000,13,0,0,19,275,6,0,0,300,NA
"681",681,100351336,2,"S21-0704","2021-06-25 23:50:00",690,59.25,47.53983,-57.39883,2021,582,"H41","3PS",88,1000,4,8,0,120,180,0,0,0,300,23
"682",682,100351337,3,"S21-0704","2021-06-26 14:00:00",360,123.25,47.25533,-58.02017,2021,595,"H42","3PS",88,1000,49,1,0,13,268,19,0,0,300,11
"683",683,100351338,4,"S21-0704","2021-06-26 18:20:00",550,117.75,47.24867,-57.88117,2021,594,"H42","3PS",88,1000,10,2,0,17,279,4,0,0,300,10
"684",684,100351339,5,"S21-0704","2021-06-27 14:00:00",360,158.25,46.90833,-57.903,2021,597,"H42","3PS",88,1000,30,0,0,12,274,14,0,0,300,NA
"685",685,100351340,1,"S21-0707","2021-07-13 14:00:00",360,81,47.42117,-58.7665,2021,596,"H42","3PN",4,1000,102,24,0,53,213,30,3,0,299,13.375
"686",686,100351341,2,"S21-0707","2021-07-14 14:00:00",360,245.25,47.24783,-59.188,2021,601,"H43","3PN",4,1000,10,2,0,129,171,0,0,0,300,11
"687",687,100351342,3,"S21-0707","2021-07-14 19:30:00",510,187,47.49267,-59.32583,2021,600,"H43","3PN",4,1000,97,37,0,48,215,32,5,0,300,11.7027027027027
"688",688,100351343,4,"S21-0707","2021-07-15 14:00:00",360,119.75,47.39667,-58.13367,2021,593,"H42","3PN",4,1000,113,3,0,31,237,32,0,0,300,13.3333333333333
"689",689,100351349,1,"S21-0710","2021-08-04 19:40:00",385,96.25,45.5405,-54.37267,2021,641,"H51","3OA",84,1000,8,0,0,82,215,3,0,0,300,NA
"690",690,100351350,2,"S21-0710","2021-08-05 15:10:00",430,92,45.626,-53.59,2021,635,"H51","3OA",84,1000,105,0,0,11,272,16,0,0,299,NA
"691",691,100351351,3,"S21-0710","2021-08-05 19:10:00",550,108.75,45.851,-53.6795,2021,631,"H51","3OA",84,1000,26,0,0,0,299,1,0,0,300,NA
"692",692,100351352,4,"S21-0710","2021-08-05 23:30:00",690,95,45.86917,-53.28767,2021,628,"H51","3OA",84,1000,124,0,0,0,283,16,0,0,299,NA
"693",693,100351353,5,"S21-0710","2021-08-06 15:40:00",460,80.5,45.55283,-53.0605,2021,632,"H51","3OA",84,1000,74,1,0,22,205,62,1,0,290,13
"694",694,100351354,6,"S21-0710","2021-08-06 19:15:00",615,89.5,45.4515,-53.0375,2021,633,"H51","3OA",84,1000,316,4,0,2,230,65,2,0,299,11.5
"695",695,100351355,7,"S21-0710","2021-08-07 00:10:00",720,76.75,45.18617,-53.35183,2021,637,"H51","3OA",84,1000,476,2,0,0,255,43,2,0,300,10
"696",696,100351356,8,"S21-0710","2021-08-07 14:10:00",370,136,44.79317,-54.02433,2021,647,"H52","3OC",84,1000,16,0,0,8,284,5,0,0,297,NA
"697",697,100351357,9,"S21-0710","2021-08-07 19:00:00",500,399.5,44.9225,-54.45633,2021,650,"H53","3OC",84,1000,13,4,0,2,295,0,2,1,300,21.5
"698",698,100351436,1,"S21-0706","2021-07-12 16:10:00",489,100,46.5625,-55.06067,2021,591,"H42","3PS",84,1000,21,0,0,3,289,8,0,0,300,NA
"699",699,100351437,2,"S21-0706","2021-07-12 20:56:00",626,60.75,46.62767,-54.6085,2021,580,"H41","3PS",84,1000,5,0,1,3,291,3,0,2,300,NA
"700",700,100351438,3,"S21-0706","2021-07-13 00:25:00",723,43.25,46.5035,-54.42433,2021,581,"H41","3PS",84,1000,3,0,0,23,273,1,0,3,300,NA
"701",701,100351439,4,"S21-0706","2021-07-13 15:25:00",440,81.25,46.45033,-55.07583,2021,592,"H42","3PS",84,1000,30,0,0,3,282,12,0,3,300,NA
"702",702,100351440,5,"S21-0706","2021-07-13 22:00:00",628,64.5,46.56117,-55.67317,2021,583,"H41","3PS",84,1000,59,0,0,16,260,24,0,0,300,NA
"703",703,100351441,6,"S21-0706","2021-07-14 14:18:00",374,36.5,46.05417,-55.918,2021,586,"H41","3PS",84,1000,216,1,0,18,204,78,0,0,300,9
"704",704,100351442,7,"S21-0706","2021-07-14 18:05:00",537,30.5,46.075,-55.705,2021,584,"H41","3PS",84,1000,228,3,0,15,192,92,1,0,300,15
"705",705,100351443,8,"S21-0706","2021-07-14 23:05:00",695,29,45.832,-55.60867,2021,587,"H41","3PS",84,1000,209,8,0,0,222,76,2,0,300,21.625
"706",706,100351444,9,"S21-0706","2021-07-15 15:38:00",458,64.5,45.49217,-55.23133,2021,588,"H41","3PS",84,1000,109,5,0,42,211,46,1,0,300,27.8
"707",707,100351445,10,"S21-0706","2021-07-15 22:22:00",634,70.5,45.14117,-54.82883,2021,589,"H41","3PS",84,1000,100,15,0,21,233,39,6,0,299,11.6
"708",708,100351446,11,"S21-0706","2021-07-16 16:20:00",500,89.75,45.003,-55.31217,2021,602,"H43","3PS",84,1000,123,7,0,0,247,51,2,0,300,9.71428571428571
"709",709,100351447,12,"S21-0706","2021-07-16 21:00:00",632,96.5,44.962,-55.65433,2021,598,"H42","3PS",84,1000,11,0,0,25,236,5,0,4,270,NA
"710",710,100351448,13,"S21-0706","2021-07-17 01:01:00",716,39,45.2015,-55.80983,2021,590,"H41","3PS",84,1000,115,0,0,0,254,46,0,0,300,NA
"711",711,100351449,14,"S21-0706","2021-07-17 19:15:00",489,200.5,45.33517,-56.79267,2021,606,"H43","3PS",84,1000,6,16,0,2,289,2,7,0,300,17.875
"712",712,100351450,15,"S21-0706","2021-07-18 15:08:00",416,209.5,45.8205,-57.088,2021,604,"H43","3PS",84,1000,10,5,0,6,288,4,2,0,300,16.4
"713",713,100351451,16,"S21-0706","2021-07-18 20:40:00",591,218.5,45.6965,-57.38683,2021,605,"H43","3PS",84,1000,11,13,0,4,286,4,6,0,300,23.5384615384615
"714",714,100351452,17,"S21-0706","2021-07-19 15:42:00",453,217.5,46.3105,-58.1535,2021,603,"H43","3PS",84,1000,8,21,0,35,253,4,8,0,300,21.3809523809524
"715",715,100351453,18,"S21-0706","2021-07-19 22:40:00",655,215.75,46.3645,-56.58633,2021,585,"H41","3PS",84,1000,4,1,0,1,296,2,1,0,300,10
"716",716,100351691,3,"J21-0137","2021-07-13 15:40:00",440,58,45.08633,-61.41967,2021,532,"H21","4WD",81,1000,21,1,1,228,63,8,0,0,300,24
"717",717,100351692,4,"J21-0137","2021-07-13 22:25:00",625,215.5,44.83667,-60.96317,2021,549,"H22","4WD",81,1000,134,2,0,77,165,56,1,0,299,11
"718",718,100351693,5,"J21-0137","2021-07-14 14:10:00",370,70.25,44.584,-60.84617,2021,534,"H21","4WE",81,996,3,1,0,208,91,0,1,0,300,19
"719",719,100351695,7,"J21-0137","2021-07-15 14:05:00",365,134.5,45.22933,-60.77983,2021,530,"H21","4WD",81,984,3,4,1,166,131,0,2,0,300,19.75
"720",720,100351696,8,"J21-0137","2021-07-15 18:55:00",565,130,45.14917,-60.71533,2021,531,"H21","4WD",81,992,4,2,0,106,194,0,0,0,300,31
"721",721,100351697,9,"J21-0137","2021-07-16 14:00:00",360,141,45.31867,-60.50567,2021,546,"H22","4WD",81,992,5,3,0,145,152,3,0,0,300,28
"722",722,100351698,10,"J21-0137","2021-07-16 19:20:00",553,128.75,45.20533,-60.531,2021,547,"H22","4WD",81,984,1,0,0,66,232,2,0,0,300,NA
"723",723,100351699,11,"J21-0137","2021-07-17 14:10:00",360,48,44.90067,-60.47033,2021,548,"H22","4WE",81,996,15,3,0,120,176,3,1,0,300,5.66666666666667
"724",724,100352843,1,"J21-0126","2021-06-26 21:50:00",387,88,43.83483,-59.16167,2021,535,"H21","4WG",56,1000,1,4,0,208,92,0,0,0,300,14.75
"725",725,100352846,4,"J21-0126","2021-06-27 19:15:00",533,277.5,44.1615,-59.16417,2021,552,"H23","4WG",56,1000,10,0,0,33,266,1,0,0,300,NA
"726",726,100352847,5,"J21-0126","2021-06-28 16:16:00",421,234.25,44.2295,-59.38767,2021,569,"H32","4VC",56,1000,2,10,0,60,232,1,1,6,300,10.8
"727",727,100352850,8,"J21-0126","2021-06-29 15:55:00",397,85.75,44.70817,-59.68067,2021,564,"H31","4VC",56,1000,0,0,1,284,15,0,0,0,300,NA
"728",728,100352852,10,"J21-0126","2021-06-29 22:25:00",619,169.5,44.672,-59.413,2021,568,"H32","4VC",56,1000,4,1,1,158,140,1,0,0,300,9
"729",729,100352853,11,"J21-0126","2021-06-30 15:59:00",399,120.75,44.71983,-58.85217,2021,567,"H32","4VC",56,1000,0,4,2,156,141,0,0,1,300,48.25
"730",730,100352854,12,"J21-0126","2021-06-30 20:33:00",493,167.75,44.926,-59.01533,2021,566,"H32","4VC",56,1000,1,5,0,133,164,1,1,1,300,35.4
"731",731,100352855,13,"J21-0126","2021-07-01 15:50:00",402,118.5,45.27917,-59.14117,2021,561,"H31","4VC",56,1000,5,2,0,130,167,3,0,0,300,57
